Longitude,Latitude,Rxlev,RxQual,HoF,Call_Drops
89.92183,24.25637,-47,0,0,0
89.92183,24.25637,-48,0,0,0
89.92183,24.25637,-51,0,0,0
89.92183,24.25637,-53,0,0,0
89.92183,24.25637,-56,0,0,0
89.92183,24.25637,-58,0,0,0
89.92183,24.25637,-61,3,0,0
89.92183,24.25637,-60,0,0,0
89.92183,24.25637,-59,0,0,0
89.92183,24.25637,-57,0,0,0
89.92183,24.25637,-62,1,0,0
89.92183,24.25637,-62,2,0,0
89.92183,24.25637,-61,1,0,0
89.92183,24.25637,-64,1,0,0
89.92183,24.25637,-63,1,0,0
89.92183,24.25637,-64,0,0,0
89.92183,24.25637,-68,2,0,0
89.92183,24.25637,-66,0,0,0
89.92183,24.25637,-69,3,0,0
89.92183,24.25637,-68,0,0,0
89.92183,24.25637,-65,2,0,0
89.92183,24.25637,-65,0,0,0
89.92183,24.25637,-63,0,0,0
89.92183,24.25637,-67,0,0,0
89.92183,24.25637,-60,2,0,0
89.92183,24.25637,-66,2,0,0
89.92183,24.25637,-67,2,0,0
89.92183,24.25637,-74,0,0,0
89.92183,24.25637,-75,1,0,0
89.92183,24.25637,-66,1,0,0
89.92183,24.25637,-65,4,0,0
89.92183,24.25637,-58,3,0,0
89.92191,24.25803,-60,2,0,0
89.92191,24.25803,-60,1,0,0
89.92191,24.25803,-61,2,0,0
89.92191,24.25803,-60,0,0,0
89.92191,24.25803,-61,0,0,0
89.92191,24.25803,-62,1,0,0
89.92191,24.25803,-64,0,0,0
89.92191,24.25803,-63,3,0,0
89.92191,24.25803,-62,2,0,0
89.92191,24.25803,-64,2,0,0
89.92191,24.25803,-55,0,0,0
89.92191,24.25803,-56,0,0,0
89.92191,24.25803,-62,0,0,0
89.92191,24.25803,-66,0,0,0
89.92191,24.25803,-65,1,0,0
89.92191,24.25803,-67,0,0,0
89.92191,24.25803,-69,0,0,0
89.92191,24.25803,-71,0,0,0
89.92191,24.25803,-70,0,0,0
89.92191,24.25803,-68,0,0,0
89.92191,24.25803,-74,0,0,0
89.92191,24.25803,-73,0,0,0
89.92191,24.25803,-72,0,0,0
89.92191,24.25803,-59,0,0,0
89.92191,24.25803,-58,0,0,0
89.9222,24.26172,-76,0,0,0
89.9222,24.26172,-78,0,0,0
89.9222,24.26172,-80,0,0,0
89.9222,24.26172,-74,0,0,0
89.9222,24.26172,-73,0,0,0
89.92224,24.26178,-74,0,0,0
89.92301,24.26294,-70,0,0,0
89.92301,24.26294,-72,0,0,0
89.92301,24.26294,-74,0,0,0
89.92301,24.26294,-73,0,0,0
89.92301,24.26294,-76,0,0,0
89.92301,24.26294,-68,0,0,0
89.92301,24.26294,-69,0,0,0
89.92301,24.26294,-75,0,0,0
89.92301,24.26294,-79,0,0,0
89.92301,24.26294,-78,0,0,0
89.92401,24.26397,-80,3,0,0
89.92401,24.26397,-77,1,0,0
89.92401,24.26397,-80,0,0,0
89.92401,24.26397,-82,0,0,0
89.92401,24.26397,-76,0,0,0
89.92401,24.26397,-81,0,0,0
89.92401,24.26397,-82,2,0,0
89.92401,24.26397,-84,0,0,0
89.92401,24.26397,-85,3,0,0
89.92401,24.26397,-84,2,0,0
89.92401,24.26397,-82,1,0,0
89.92401,24.26397,-81,1,0,0
89.92401,24.26397,-83,3,0,0
89.92401,24.26397,-83,1,0,0
89.92401,24.26397,-86,1,0,0
89.92401,24.26397,-87,1,0,0
89.92401,24.26397,-90,3,0,0
89.92401,24.26397,-88,3,0,0
89.92401,24.26397,-83,0,0,0
89.92401,24.26397,-87,2,0,0
89.92401,24.26397,-88,2,0,0
89.92401,24.26397,-85,0,0,0
89.92401,24.26397,-86,2,0,0
89.92401,24.26397,-84,1,0,0
89.92401,24.26397,-86,0,0,0
89.92401,24.26397,-88,0,0,0
89.92401,24.26397,-93,4,0,0
89.92401,24.26397,-92,2,0,0
89.92401,24.26397,-70,0,0,0
89.92401,24.26397,-68,0,0,0
89.92401,24.26397,-74,0,0,0
89.92401,24.26397,-75,0,0,0
89.92401,24.26397,-77,0,0,0
89.92401,24.26397,-72,0,0,0
89.92401,24.26397,-78,0,0,0
89.92535,24.26656,-82,0,0,0
89.92535,24.26656,-78,0,0,0
89.92535,24.26656,-84,0,0,0
89.92535,24.26656,-86,0,0,0
89.92535,24.26656,-85,0,0,0
89.92535,24.26656,-89,1,0,0
89.92535,24.26656,-88,0,0,0
89.92535,24.26656,-88,1,0,0
89.92535,24.26656,-87,0,0,0
89.92535,24.26656,-86,1,0,0
89.92535,24.26656,-90,1,0,0
89.92535,24.26656,-91,0,0,0
89.92535,24.26656,-92,2,0,0
89.92535,24.26656,-91,1,0,0
89.92535,24.26656,-79,0,0,0
89.92535,24.26656,-76,0,0,0
89.92535,24.26656,-83,0,0,0
89.92535,24.26656,-88,3,0,0
89.92535,24.26656,-91,5,0,0
89.92545,24.26734,-69,0,0,0
89.92545,24.26734,-72,0,0,0
89.92545,24.26734,-64,6,0,0
89.92545,24.26734,-66,0,0,0
89.92545,24.26734,-68,0,0,0
89.92545,24.26734,-65,0,0,0
89.92545,24.26734,-66,5,0,0
89.92545,24.26734,-68,1,0,0
89.92545,24.26734,-68,2,0,0
89.92545,24.26734,-70,0,0,0
89.92545,24.26734,-67,0,0,0
89.92545,24.26734,-70,2,0,0
89.92545,24.26734,-76,2,0,0
89.92545,24.26734,-74,0,0,0
89.92545,24.26734,-72,1,0,0
89.92545,24.26734,-70,3,0,0
89.92545,24.26734,-74,2,0,0
89.92545,24.26734,-73,0,0,0
89.92545,24.26734,-73,1,0,0
89.92545,24.26734,-63,0,0,0
89.92545,24.26734,-64,0,0,0
89.92545,24.26734,-73,3,0,0
89.92545,24.26734,-72,3,0,0
89.92545,24.26734,-74,1,0,0
89.92545,24.26734,-71,0,0,0
89.92545,24.26734,-72,2,0,0
89.92545,24.26734,-69,3,0,0
89.92545,24.26734,-70,1,0,0
89.92545,24.26734,-71,1,0,0
89.92522,24.26825,-70,0,0,0
89.92522,24.26825,-66,0,0,0
89.92522,24.26825,-68,0,0,0
89.92522,24.26825,-72,2,0,0
89.92522,24.26825,-71,0,0,0
89.92522,24.26825,-73,4,0,0
89.92522,24.26825,-70,3,0,0
89.92522,24.26825,-67,0,0,0
89.92522,24.26825,-72,1,0,0
89.92522,24.26825,-72,0,0,0
89.92522,24.26825,-70,1,0,0
89.92522,24.26825,-69,0,0,0
89.92522,24.26825,-72,3,0,0
89.92522,24.26825,-72,4,0,0
89.92522,24.26825,-71,1,0,0
89.92522,24.26825,-74,3,0,0
89.92522,24.26825,-66,5,0,0
89.92522,24.26825,-70,2,0,0
89.92522,24.26825,-71,3,0,0
89.92522,24.26825,-73,5,0,0
89.92522,24.26825,-48,0,0,0
89.92522,24.26825,-47,0,0,0
89.92322,24.27016,-47,0,0,0
89.92322,24.27016,-50,0,0,0
89.92322,24.27016,-52,0,0,0
89.92322,24.27016,-54,0,0,0
89.92322,24.27016,-58,0,0,0
89.92322,24.27016,-60,6,0,0
89.92322,24.27016,-56,0,0,0
89.92322,24.27016,-60,0,0,0
89.92322,24.27016,-49,4,0,0
89.92322,24.27016,-49,0,0,0
89.92322,24.27016,-55,0,0,0
89.92322,24.27016,-48,0,0,0
89.92322,24.27016,-59,0,0,0
89.92322,24.27016,-57,0,0,0
89.92322,24.27016,-61,0,0,0
89.92322,24.27016,-51,0,0,0
89.92322,24.27016,-52,1,0,0
89.92322,24.27016,-49,1,0,0
89.92322,24.27016,-56,2,0,0
89.92322,24.27016,-62,3,0,0
89.92322,24.27016,-66,2,0,0
89.92322,24.27016,-63,2,0,0
89.92322,24.27016,-62,1,0,0
89.92322,24.27016,-63,1,0,0
89.92322,24.27016,-67,2,0,0
89.92322,24.27016,-69,3,0,0
89.92322,24.27016,-68,1,0,0
89.92322,24.27016,-68,2,0,0
89.92322,24.27016,-67,1,0,0
89.92093,24.2741,-68,2,0,0
89.92093,24.2741,-66,2,0,0
89.92093,24.2741,-67,2,0,0
89.92093,24.2741,-66,0,0,0
89.92093,24.2741,-66,1,0,0
89.92093,24.2741,-64,2,0,0
89.92093,24.2741,-68,3,0,0
89.92093,24.2741,-62,1,0,0
89.92093,24.2741,-63,0,0,0
89.92093,24.2741,-68,0,0,0
89.92093,24.2741,-69,3,0,0
89.92093,24.2741,-70,3,0,0
89.92093,24.2741,-72,3,0,0
89.92093,24.2741,-72,1,0,0
89.92093,24.2741,-73,2,0,0
89.92093,24.2741,-74,1,0,0
89.92093,24.2741,-74,3,0,0
89.92093,24.2741,-68,5,0,0
89.92093,24.2741,-69,0,0,0
89.92093,24.2741,-73,3,0,0
89.92093,24.2741,-72,0,0,0
89.92093,24.2741,-72,4,0,0
89.92093,24.2741,-58,0,0,0
89.92093,24.2741,-47,0,0,0
89.92093,24.2741,-54,0,0,0
89.92093,24.2741,-70,0,0,0
89.92093,24.2741,-74,0,0,0
89.92093,24.2741,-55,0,0,0
89.92093,24.2741,-54,6,0,0
89.92093,24.2741,-59,0,0,0
89.92093,24.2741,-78,0,0,0
89.92093,24.2741,-82,1,0,0
89.92093,24.2741,-81,0,0,0
89.92093,24.2741,-57,0,0,0
89.92093,24.2741,-62,0,0,0
89.92093,24.2741,-67,0,0,0
89.92093,24.2741,-70,1,0,0
89.92084,24.27429,-74,0,0,0
89.91893,24.27833,-77,1,0,0
89.91893,24.27833,-75,1,0,0
89.91893,24.27833,-74,0,0,0
89.91893,24.27833,-74,4,0,0
89.91893,24.27833,-69,0,0,0
89.91893,24.27833,-72,0,0,0
89.91893,24.27833,-76,0,0,0
89.91893,24.27833,-78,1,0,0
89.91893,24.27833,-78,2,0,0
89.91893,24.27833,-78,3,0,0
89.91893,24.27833,-76,4,0,0
89.91893,24.27833,-76,3,0,0
89.91893,24.27833,-74,1,0,0
89.91893,24.27833,-77,0,0,0
89.91893,24.27833,-80,1,0,0
89.91893,24.27833,-80,3,0,0
89.91893,24.27833,-62,0,0,0
89.91893,24.27833,-60,0,0,0
89.91893,24.27833,-70,0,0,0
89.91893,24.27833,-75,0,0,0
89.91893,24.27833,-78,0,0,0
89.91893,24.27833,-76,1,0,0
89.91893,24.27833,-79,0,0,0
89.91893,24.27833,-80,0,0,0
89.91893,24.27833,-82,0,0,0
89.91756,24.28376,-75,0,0,0
89.91756,24.28376,-80,0,0,0
89.91756,24.28376,-84,0,0,0
89.91756,24.28376,-82,0,0,0
89.91756,24.28376,-78,0,0,0
89.91756,24.28376,-76,0,0,0
89.91756,24.28376,-74,0,0,0
89.91756,24.28376,-79,0,0,0
89.91756,24.28376,-77,0,0,0
89.91756,24.28376,-47,0,0,0
89.91756,24.28376,-53,0,0,0
89.91756,24.28376,-58,0,0,0
89.91756,24.28376,-62,0,0,0
89.91756,24.28376,-68,0,0,0
89.91756,24.28376,-73,0,0,0
89.91756,24.28376,-72,0,0,0
89.91756,24.28376,-79,1,0,0
89.91756,24.28376,-77,1,0,0
89.92164,24.28128,-85,1,0,0
89.92164,24.28128,-78,0,0,0
89.92164,24.28128,-80,0,0,0
89.92164,24.28128,-82,0,0,0
89.92164,24.28128,-84,1,0,0
89.92164,24.28128,-84,0,0,0
89.92164,24.28128,-83,0,0,0
89.92164,24.28128,-81,0,0,0
89.92164,24.28128,-75,0,0,0
89.92164,24.28128,-67,0,0,0
89.92164,24.28128,-68,0,0,0
89.92164,24.28128,-86,2,0,0
89.92164,24.28128,-62,0,0,0
89.92164,24.28128,-64,0,0,0
89.92164,24.28128,-72,0,0,0
89.92164,24.28128,-77,0,0,0
89.92164,24.28128,-74,0,0,0
89.92164,24.28128,-76,0,0,0
89.92164,24.28128,-71,0,0,0
89.92164,24.28128,-81,1,0,0
89.92202,24.28115,-80,0,0,0
89.92736,24.27927,-81,0,0,0
89.92736,24.27927,-80,0,0,0
89.92736,24.27927,-84,0,0,0
89.92736,24.27927,-79,0,0,0
89.92736,24.27927,-82,2,0,0
89.92736,24.27927,-78,0,0,0
89.92736,24.27927,-80,1,0,0
89.92736,24.27927,-83,0,0,0
89.92736,24.27927,-82,1,0,0
89.93349,24.27465,-80,0,0,0
89.93349,24.27465,-78,0,0,0
89.93349,24.27465,-76,0,0,0
89.93349,24.27465,-74,0,0,0
89.93349,24.27465,-69,0,0,0
89.93349,24.27465,-71,0,0,0
89.93349,24.27465,-73,1,0,0
89.93349,24.27465,-76,2,0,0
89.93349,24.27465,-79,1,0,0
89.93349,24.27465,-78,4,0,0
89.93349,24.27465,-80,2,0,0
89.93349,24.27465,-82,0,0,0
89.93349,24.27465,-79,0,0,0
89.93349,24.27465,-81,0,0,0
89.93349,24.27465,-78,3,0,0
89.93349,24.27465,-81,2,0,0
89.93349,24.27465,-79,2,0,0
89.93349,24.27465,-80,1,0,0
89.93349,24.27465,-72,0,0,0
89.93349,24.27465,-70,0,0,0
89.93349,24.27465,-75,0,0,0
89.93349,24.27465,-77,0,0,0
89.93349,24.27465,-78,1,0,0
89.93349,24.27465,-74,1,0,0
89.93349,24.27465,-81,3,0,0
89.93349,24.27465,-80,3,0,0
89.93349,24.27465,-84,4,0,0
89.93349,24.27465,-81,4,0,0
89.93738,24.26943,-80,3,0,0
89.93738,24.26943,-77,3,0,0
89.93738,24.26943,-81,4,0,0
89.93738,24.26943,-82,4,0,0
89.93738,24.26943,-78,3,0,0
89.93738,24.26943,-74,0,0,0
89.93738,24.26943,-81,1,0,0
89.93738,24.26943,-75,0,0,0
89.93738,24.26943,-77,2,0,0
89.93738,24.26943,-80,2,0,0
89.93738,24.26943,-83,3,0,0
89.93738,24.26943,-78,2,0,0
89.93738,24.26943,-76,3,0,0
89.93738,24.26943,-75,2,0,0
89.93738,24.26943,-75,5,0,0
89.93738,24.26943,-72,0,0,0
89.93738,24.26943,-72,1,0,0
89.93738,24.26943,-72,4,0,0
89.93738,24.26943,-74,1,0,0
89.93738,24.26943,-73,2,0,0
89.93738,24.26943,-71,0,0,0
89.93738,24.26943,-69,0,0,0
89.93738,24.26943,-72,2,0,0
89.93738,24.26943,-63,0,0,0
89.93738,24.26943,-67,0,0,0
89.93738,24.26943,-68,0,0,0
89.93738,24.26943,-61,0,0,0
89.93738,24.26943,-59,0,0,0
89.93738,24.26943,-62,0,0,0
89.93738,24.26943,-62,2,0,0
89.93738,24.26943,-61,3,0,0
89.93738,24.26943,-60,0,0,0
89.93738,24.26943,-64,0,0,0
89.93738,24.26943,-66,3,0,0
89.93738,24.26943,-68,4,0,0
89.93738,24.26943,-65,0,0,0
89.93738,24.26943,-66,0,0,0
89.93738,24.26943,-78,0,0,0
89.93738,24.26943,-75,1,0,0
89.93738,24.26943,-73,0,0,0
89.93734,24.26928,-75,0,0,0
89.93664,24.26679,-78,0,0,0
89.93664,24.26679,-71,0,0,0
89.93664,24.26679,-75,0,0,0
89.93664,24.26679,-76,0,0,0
89.93664,24.26679,-77,2,0,0
89.93664,24.26679,-75,1,0,0
89.93664,24.26679,-79,0,0,0
89.93664,24.26679,-79,1,0,0
89.93664,24.26679,-81,1,0,0
89.93664,24.26679,-78,2,0,0
89.93664,24.26679,-76,1,0,0
89.93664,24.26679,-66,3,0,0
89.93664,24.26679,-64,1,0,0
89.93664,24.26679,-62,0,0,0
89.93664,24.26679,-63,0,0,0
89.93664,24.26679,-66,0,0,0
89.93664,24.26679,-68,0,0,0
89.93664,24.26679,-70,0,0,0
89.93664,24.26679,-60,1,0,0
89.93664,24.26679,-59,2,0,0
89.93664,24.26679,-58,0,0,0
89.93664,24.26679,-60,0,0,0
89.93664,24.26679,-64,0,0,0
89.93664,24.26679,-63,1,0,0
89.93664,24.26679,-65,1,0,0
89.93664,24.26679,-66,1,0,0
89.93664,24.26679,-80,1,0,0
89.93664,24.26679,-78,1,0,0
89.93664,24.26679,-80,2,0,0
89.93664,24.26679,-74,0,0,0
89.93664,24.26679,-72,0,0,0
89.93664,24.26679,-73,0,0,0
89.93664,24.26679,-68,1,0,0
89.93664,24.26679,-68,3,0,0
89.93664,24.26679,-69,0,0,0
89.93664,24.26679,-67,0,0,0
89.9334,24.26451,-72,0,0,0
89.9334,24.26451,-76,0,0,0
89.9334,24.26451,-77,0,0,0
89.9334,24.26451,-78,0,0,0
89.9334,24.26451,-80,0,0,0
89.9334,24.26451,-73,0,0,0
89.9334,24.26451,-74,0,0,0
89.9334,24.26451,-79,0,0,0
89.9334,24.26451,-84,0,0,0
89.9334,24.26451,-84,1,0,0
89.9334,24.26451,-87,0,0,0
89.9334,24.26451,-88,4,0,0
89.9334,24.26451,-83,0,0,0
89.9334,24.26451,-86,0,0,0
89.9334,24.26451,-89,3,0,0
89.9334,24.26451,-70,0,0,0
89.9334,24.26451,-75,0,0,0
89.9334,24.26451,-75,5,0,0
89.9334,24.26451,-84,7,0,0
89.9334,24.26451,-81,0,0,0
89.9334,24.26451,-74,1,0,0
89.9334,24.26451,-78,1,0,0
89.9334,24.26451,-86,1,0,0
89.9334,24.26451,-90,1,0,0
89.93107,24.26297,-91,3,0,0
89.93106,24.26297,-87,1,0,0
89.93106,24.26297,-87,3,0,0
89.93106,24.26297,-86,0,0,0
89.93106,24.26297,-85,1,0,0
89.93106,24.26297,-88,2,0,0
89.93106,24.26297,-84,1,0,0
89.93106,24.26297,-83,2,0,0
89.93106,24.26297,-84,2,0,0
89.93106,24.26297,-82,0,0,0
89.93106,24.26297,-84,0,0,0
89.93106,24.26297,-82,2,0,0
89.93106,24.26297,-88,4,0,0
89.93106,24.26297,-87,5,0,0
89.93106,24.26297,-89,5,0,0
89.93106,24.26297,-90,3,0,0
89.93106,24.26297,-89,4,0,0
89.93106,24.26297,-92,5,0,0
89.93106,24.26297,-91,5,0,0
89.93106,24.26297,-91,4,0,0
89.93106,24.26297,-90,4,0,0
89.93106,24.26297,-93,4,0,0
89.93106,24.26297,-87,2,0,0
89.93106,24.26297,-89,0,0,0
89.93106,24.26297,-88,1,0,0
89.93106,24.26297,-90,0,0,0
89.93106,24.26297,-87,0,0,0
89.93106,24.26297,-85,0,0,0
89.93106,24.26297,-88,0,0,0
89.93106,24.26297,-88,3,0,0
89.93106,24.26297,-86,1,0,0
89.93106,24.26297,-83,1,0,0
89.93106,24.26297,-85,2,0,0
89.93106,24.26297,-86,2,0,0
89.93089,24.26285,-85,1,0,0
89.92871,24.26142,-84,1,0,0
89.92871,24.26142,-83,1,0,0
89.92871,24.26142,-83,0,0,0
89.92871,24.26142,-86,1,0,0
89.92871,24.26142,-85,1,0,0
89.92871,24.26142,-85,0,0,0
89.92871,24.26142,-84,0,0,0
89.92871,24.26142,-82,0,0,0
89.92871,24.26142,-84,2,0,0
89.92871,24.26142,-81,0,0,0
89.92871,24.26142,-83,3,0,0
89.92871,24.26142,-86,4,0,0
89.92871,24.26142,-84,3,0,0
89.92871,24.26142,-84,5,0,0
89.92871,24.26142,-80,1,0,0
89.92871,24.26142,-81,2,0,0
89.92871,24.26142,-90,4,0,0
89.92871,24.26142,-88,4,0,0
89.92871,24.26142,-88,1,0,0
89.92871,24.26142,-87,0,0,0
89.92871,24.26142,-90,3,0,0
89.92871,24.26142,-90,2,0,0
89.92871,24.26142,-89,0,0,0
89.92871,24.26142,-82,2,0,0
89.92871,24.26142,-80,0,0,0
89.92871,24.26142,-79,1,0,0
89.92871,24.26142,-78,2,0,0
89.92871,24.26142,-76,1,0,0
89.92871,24.26142,-76,0,0,0
89.92871,24.26142,-75,0,0,0
89.9258,24.25947,-69,0,0,0
89.9258,24.25947,-69,6,0,0
89.9258,24.25947,-74,0,0,0
89.9258,24.25947,-70,0,0,0
89.9258,24.25947,-72,0,0,0
89.9258,24.25947,-77,0,0,0
89.9258,24.25947,-76,0,0,0
89.9258,24.25947,-78,0,0,0
89.9258,24.25947,-80,0,0,0
89.9258,24.25947,-79,0,0,0
89.9258,24.25947,-82,0,0,0
89.9258,24.25947,-84,0,0,0
89.9258,24.25947,-83,0,0,0
89.9258,24.25947,-85,0,0,0
89.9258,24.25947,-84,1,0,0
89.9258,24.25947,-86,2,0,0
89.9258,24.25947,-81,0,0,0
89.9258,24.25947,-81,1,0,0
89.9258,24.25947,-82,1,0,0
89.92274,24.25747,-78,0,0,0
89.92274,24.25747,-82,0,0,0
89.92274,24.25747,-84,0,0,0
89.92274,24.25747,-86,0,0,0
89.92274,24.25747,-85,0,0,0
89.92274,24.25747,-88,2,0,0
89.92274,24.25747,-81,0,0,0
89.92274,24.25747,-79,0,0,0
89.92274,24.25747,-76,0,0,0
89.92274,24.25747,-80,0,0,0
89.92274,24.25747,-86,2,0,0
89.92274,24.25747,-88,0,0,0
89.92274,24.25747,-87,0,0,0
89.92274,24.25747,-86,1,0,0
89.92274,24.25747,-85,1,0,0
89.92274,24.25747,-87,1,0,0
89.92274,24.25747,-77,0,0,0
89.92274,24.25747,-74,0,0,0
89.92274,24.25747,-74,4,0,0
89.92274,24.25747,-70,0,0,0
89.92274,24.25747,-64,0,0,0
89.92274,24.25747,-62,1,0,0
89.92274,24.25747,-67,0,0,0
89.92274,24.25747,-68,0,0,0
89.92274,24.25747,-68,1,0,0
89.92274,24.25747,-69,0,0,0
89.92274,24.25747,-61,0,0,0
89.9227,24.25743,-64,0,0,0
89.92193,24.25688,-67,0,0,0
89.92193,24.25688,-69,0,0,0
89.92193,24.25688,-72,0,0,0
89.92193,24.25688,-74,0,0,0
89.92193,24.25688,-70,0,0,0
89.92193,24.25688,-76,0,0,0
89.92193,24.25688,-80,0,0,0
89.92193,24.25688,-80,1,0,0
89.92193,24.25688,-78,0,0,0
89.92193,24.25688,-81,3,0,0
89.92193,24.25688,-74,2,0,0
89.92193,24.25688,-72,1,0,0
89.92193,24.25688,-69,1,0,0
89.92193,24.25688,-68,2,0,0
89.92193,24.25688,-73,1,0,0
89.92193,24.25688,-64,1,0,0
89.92193,24.25688,-59,1,0,0
89.92193,24.25688,-60,0,0,0
89.92193,24.25688,-61,2,0,0
89.92193,24.25688,-64,0,0,0
89.92193,24.25688,-65,0,0,0
89.92193,24.25688,-61,0,0,0
89.92193,24.25688,-66,1,0,0
89.92193,24.25688,-66,2,0,0
89.92193,24.25688,-62,0,0,0
89.92193,24.25688,-58,0,0,0
89.92193,24.25688,-57,5,0,0
89.92193,24.25688,-52,0,0,0
89.92193,24.25688,-66,0,0,0
